date,city,service_id,service_name,booking_count,day_of_week,is_weekend,month,day_of_month,lag_1_day,lag_7_day,rolling_7_day_mean,rolling_14_day_mean
2026-03-29,Lucknow,srv-pest-01,Organic Pest Control,4,Sunday,1,3,29,4.0,4.0,3.7142857142857144,3.7857142857142856
2026-03-29,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Sunday,1,3,29,8.0,7.0,6.285714285714286,6.071428571428571
2026-03-29,Lucknow,srv-soc-clean-01,Society Common Area Sanitization,2,Sunday,1,3,29,2.0,2.0,2.0,2.0714285714285716
2026-03-29,Lucknow,srv-soc-event-01,Community Event Sound & Electrical Setup,6,Sunday,1,3,29,4.0,5.0,2.7142857142857144,2.857142857142857
2026-03-29,Lucknow,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Sunday,1,3,29,2.0,1.0,1.4285714285714286,1.4285714285714286
2026-03-29,Mumbai,srv-ac-01,AC Deep Foam Jet Servicing,9,Sunday,1,3,29,9.0,8.0,8.571428571428571,8.785714285714286
2026-03-29,Mumbai,srv-carp-01,Carpentry & Furniture Assembly,10,Sunday,1,3,29,13.0,9.0,8.714285714285714,8.142857142857142
2026-03-29,Mumbai,srv-clean-01,Full Home Deep Cleaning,21,Sunday,1,3,29,19.0,19.0,12.285714285714286,12.928571428571429
2026-03-29,Mumbai,srv-cook-01,Home Chef & Meal Preparation,9,Sunday,1,3,29,8.0,7.0,8.0,8.928571428571429
2026-03-29,Mumbai,srv-elder-01,Elder Assistance & Companionship,7,Sunday,1,3,29,7.0,6.0,6.285714285714286,6.5
2026-03-29,Mumbai,srv-elec-01,Electrical Repair & Wiring,9,Sunday,1,3,29,10.0,9.0,11.428571428571429,11.0
2026-03-29,Mumbai,srv-garden-01,Gardening & Balcony Greenery,10,Sunday,1,3,29,11.0,10.0,7.285714285714286,7.285714285714286
2026-03-29,Mumbai,srv-move-01,Moving & Heavy Lifting Assistance,11,Sunday,1,3,29,9.0,9.0,5.142857142857143,4.785714285714286
2026-03-29,Mumbai,srv-paint-01,Wall Painting & Waterproofing,5,Sunday,1,3,29,5.0,6.0,4.857142857142857,4.714285714285714
2026-03-29,Mumbai,srv-pest-01,Organic Pest Control,7,Sunday,1,3,29,8.0,7.0,6.571428571428571,6.357142857142857
2026-03-29,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,12,Sunday,1,3,29,9.0,9.0,9.0,9.0
2026-03-29,Mumbai,srv-soc-clean-01,Society Common Area Sanitization,3,Sunday,1,3,29,4.0,3.0,3.142857142857143,3.2142857142857144
2026-03-29,Mumbai,srv-soc-event-01,Community Event Sound & Electrical Setup,7,Sunday,1,3,29,7.0,13.0,5.0,4.214285714285714
2026-03-29,Mumbai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Sunday,1,3,29,3.0,3.0,2.4285714285714284,2.5
2026-03-29,Nagpur,srv-ac-01,AC Deep Foam Jet Servicing,5,Sunday,1,3,29,5.0,7.0,5.428571428571429,5.5
2026-03-29,Nagpur,srv-carp-01,Carpentry & Furniture Assembly,5,Sunday,1,3,29,7.0,5.0,5.428571428571429,4.928571428571429
2026-03-29,Nagpur,srv-clean-01,Full Home Deep Cleaning,10,Sunday,1,3,29,10.0,10.0,7.142857142857143,7.214285714285714
2026-03-29,Nagpur,srv-cook-01,Home Chef & Meal Preparation,6,Sunday,1,3,29,5.0,6.0,5.714285714285714,5.428571428571429
2026-03-29,Nagpur,srv-elder-01,Elder Assistance & Companionship,4,Sunday,1,3,29,4.0,4.0,3.5714285714285716,3.642857142857143
2026-03-29,Nagpur,srv-elec-01,Electrical Repair & Wiring,5,Sunday,1,3,29,6.0,6.0,6.428571428571429,6.642857142857143
2026-03-29,Nagpur,srv-garden-01,Gardening & Balcony Greenery,7,Sunday,1,3,29,5.0,6.0,4.285714285714286,4.357142857142857
2026-03-29,Nagpur,srv-move-01,Moving & Heavy Lifting Assistance,6,Sunday,1,3,29,7.0,4.0,3.4285714285714284,3.0714285714285716
2026-03-29,Nagpur,srv-paint-01,Wall Painting & Waterproofing,3,Sunday,1,3,29,4.0,3.0,2.7142857142857144,2.5714285714285716
2026-03-29,Nagpur,srv-pest-01,Organic Pest Control,3,Sunday,1,3,29,4.0,5.0,3.7142857142857144,3.5
2026-03-29,Nagpur,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Sunday,1,3,29,6.0,6.0,5.0,5.142857142857143
2026-03-29,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,1,Sunday,1,3,29,2.0,1.0,1.8571428571428572,1.8571428571428572
2026-03-29,Nagpur,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Sunday,1,3,29,3.0,4.0,2.142857142857143,2.142857142857143
2026-03-29,Nagpur,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Sunday,1,3,29,1.0,1.0,1.0,1.0714285714285714
2026-03-29,Patna,srv-ac-01,AC Deep Foam Jet Servicing,6,Sunday,1,3,29,6.0,6.0,5.857142857142857,5.857142857142857
2026-03-29,Patna,srv-carp-01,Carpentry & Furniture Assembly,5,Sunday,1,3,29,4.0,4.0,4.285714285714286,4.285714285714286
2026-03-29,Patna,srv-clean-01,Full Home Deep Cleaning,11,Sunday,1,3,29,11.0,10.0,7.428571428571429,7.357142857142857
2026-03-29,Patna,srv-cook-01,Home Chef & Meal Preparation,5,Sunday,1,3,29,4.0,5.0,4.285714285714286,4.785714285714286
2026-03-29,Patna,srv-elder-01,Elder Assistance & Companionship,3,Sunday,1,3,29,3.0,4.0,3.4285714285714284,3.5
2026-03-29,Patna,srv-elec-01,Electrical Repair & Wiring,5,Sunday,1,3,29,5.0,6.0,6.142857142857143,6.214285714285714
2026-03-29,Patna,srv-garden-01,Gardening & Balcony Greenery,6,Sunday,1,3,29,6.0,5.0,4.0,4.071428571428571
2026-03-29,Patna,srv-move-01,Moving & Heavy Lifting Assistance,7,Sunday,1,3,29,6.0,5.0,3.0,2.857142857142857
2026-03-29,Patna,srv-paint-01,Wall Painting & Waterproofing,4,Sunday,1,3,29,3.0,6.0,2.857142857142857,2.5714285714285716
2026-03-29,Patna,srv-pest-01,Organic Pest Control,4,Sunday,1,3,29,4.0,7.0,3.7142857142857144,3.5714285714285716
2026-03-29,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Sunday,1,3,29,6.0,6.0,6.0,5.5
2026-03-29,Patna,srv-soc-clean-01,Society Common Area Sanitization,2,Sunday,1,3,29,2.0,1.0,2.0,1.9285714285714286
2026-03-29,Patna,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Sunday,1,3,29,3.0,4.0,2.2857142857142856,2.2142857142857144
2026-03-29,Patna,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Sunday,1,3,29,1.0,2.0,1.1428571428571428,1.0714285714285714
2026-03-29,Pune,srv-ac-01,AC Deep Foam Jet Servicing,7,Sunday,1,3,29,8.0,7.0,6.571428571428571,6.428571428571429
2026-03-29,Pune,srv-carp-01,Carpentry & Furniture Assembly,6,Sunday,1,3,29,6.0,7.0,5.571428571428571,5.642857142857143
2026-03-29,Pune,srv-clean-01,Full Home Deep Cleaning,22,Sunday,1,3,29,15.0,13.0,9.571428571428571,9.785714285714286
2026-03-29,Pune,srv-cook-01,Home Chef & Meal Preparation,6,Sunday,1,3,29,12.0,7.0,7.0,6.428571428571429
2026-03-29,Pune,srv-elder-01,Elder Assistance & Companionship,5,Sunday,1,3,29,4.0,5.0,4.714285714285714,4.642857142857143
2026-03-29,Pune,srv-elec-01,Electrical Repair & Wiring,7,Sunday,1,3,29,7.0,8.0,7.857142857142857,8.071428571428571
2026-03-29,Pune,srv-garden-01,Gardening & Balcony Greenery,7,Sunday,1,3,29,8.0,8.0,5.428571428571429,5.428571428571429
2026-03-29,Pune,srv-move-01,Moving & Heavy Lifting Assistance,8,Sunday,1,3,29,9.0,5.0,4.142857142857143,3.7142857142857144
2026-03-29,Pune,srv-paint-01,Wall Painting & Waterproofing,5,Sunday,1,3,29,4.0,5.0,3.4285714285714284,3.357142857142857
2026-03-29,Pune,srv-pest-01,Organic Pest Control,5,Sunday,1,3,29,4.0,5.0,4.571428571428571,4.5
2026-03-29,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Sunday,1,3,29,8.0,7.0,6.857142857142857,7.714285714285714
2026-03-29,Pune,srv-soc-clean-01,Society Common Area Sanitization,2,Sunday,1,3,29,2.0,2.0,2.0,2.0714285714285716
2026-03-29,Pune,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Sunday,1,3,29,5.0,4.0,2.857142857142857,2.7857142857142856
2026-03-29,Pune,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Sunday,1,3,29,2.0,2.0,1.7142857142857142,1.7142857142857142
2026-03-29,Surat,srv-ac-01,AC Deep Foam Jet Servicing,5,Sunday,1,3,29,6.0,5.0,5.571428571428571,5.428571428571429
2026-03-29,Surat,srv-carp-01,Carpentry & Furniture Assembly,5,Sunday,1,3,29,5.0,5.0,5.0,4.714285714285714
2026-03-29,Surat,srv-clean-01,Full Home Deep Cleaning,10,Sunday,1,3,29,11.0,12.0,7.428571428571429,7.357142857142857
2026-03-29,Surat,srv-cook-01,Home Chef & Meal Preparation,4,Sunday,1,3,29,6.0,5.0,5.142857142857143,4.857142857142857
2026-03-29,Surat,srv-elder-01,Elder Assistance & Companionship,5,Sunday,1,3,29,4.0,5.0,4.571428571428571,4.0
2026-03-29,Surat,srv-elec-01,Electrical Repair & Wiring,6,Sunday,1,3,29,5.0,6.0,6.571428571428571,6.357142857142857
2026-03-29,Surat,srv-garden-01,Gardening & Balcony Greenery,6,Sunday,1,3,29,7.0,6.0,4.285714285714286,4.357142857142857
2026-03-29,Surat,srv-move-01,Moving & Heavy Lifting Assistance,5,Sunday,1,3,29,6.0,5.0,3.2857142857142856,2.9285714285714284
2026-03-29,Surat,srv-paint-01,Wall Painting & Waterproofing,3,Sunday,1,3,29,4.0,4.0,2.5714285714285716,3.0
2026-03-29,Surat,srv-pest-01,Organic Pest Control,4,Sunday,1,3,29,3.0,4.0,3.5714285714285716,3.4285714285714284
2026-03-29,Surat,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Sunday,1,3,29,7.0,6.0,5.428571428571429,5.5
2026-03-29,Surat,srv-soc-clean-01,Society Common Area Sanitization,2,Sunday,1,3,29,2.0,1.0,1.8571428571428572,1.9285714285714286
2026-03-29,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Sunday,1,3,29,4.0,4.0,2.5714285714285716,2.4285714285714284
2026-03-29,Surat,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Sunday,1,3,29,2.0,2.0,1.4285714285714286,1.2857142857142858
2026-03-29,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,6,Sunday,1,3,29,6.0,9.0,5.428571428571429,5.285714285714286
2026-03-29,Vadodara,srv-carp-01,Carpentry & Furniture Assembly,4,Sunday,1,3,29,4.0,5.0,4.285714285714286,4.357142857142857
2026-03-29,Vadodara,srv-clean-01,Full Home Deep Cleaning,10,Sunday,1,3,29,10.0,10.0,6.571428571428571,7.142857142857143
2026-03-29,Vadodara,srv-cook-01,Home Chef & Meal Preparation,4,Sunday,1,3,29,5.0,4.0,4.714285714285714,4.642857142857143
2026-03-29,Vadodara,srv-elder-01,Elder Assistance & Companionship,4,Sunday,1,3,29,3.0,4.0,3.2857142857142856,3.2857142857142856
2026-03-29,Vadodara,srv-elec-01,Electrical Repair & Wiring,5,Sunday,1,3,29,5.0,6.0,6.142857142857143,5.928571428571429
2026-03-29,Vadodara,srv-garden-01,Gardening & Balcony Greenery,6,Sunday,1,3,29,6.0,5.0,3.857142857142857,3.857142857142857
2026-03-29,Vadodara,srv-move-01,Moving & Heavy Lifting Assistance,6,Sunday,1,3,29,7.0,4.0,3.0,2.7857142857142856
2026-03-29,Vadodara,srv-paint-01,Wall Painting & Waterproofing,4,Sunday,1,3,29,3.0,3.0,2.5714285714285716,2.5
2026-03-29,Vadodara,srv-pest-01,Organic Pest Control,4,Sunday,1,3,29,4.0,4.0,3.4285714285714284,3.2857142857142856
2026-03-29,Vadodara,srv-plumb-01,Plumbing Repair & Leakage Fix,5,Sunday,1,3,29,5.0,5.0,4.714285714285714,4.785714285714286
2026-03-29,Vadodara,srv-soc-clean-01,Society Common Area Sanitization,1,Sunday,1,3,29,2.0,1.0,1.7142857142857142,1.5714285714285714
2026-03-29,Vadodara,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Sunday,1,3,29,3.0,4.0,2.0,1.8571428571428572
2026-03-29,Vadodara,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Sunday,1,3,29,1.0,2.0,1.1428571428571428,1.2142857142857142
2026-03-29,Visakhapatnam,srv-ac-01,AC Deep Foam Jet Servicing,8,Sunday,1,3,29,5.0,5.0,4.857142857142857,5.142857142857143
2026-03-29,Visakhapatnam,srv-carp-01,Carpentry & Furniture Assembly,5,Sunday,1,3,29,5.0,5.0,4.571428571428571,4.5
2026-03-29,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,12,Sunday,1,3,29,12.0,10.0,7.428571428571429,7.357142857142857
2026-03-29,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,4,Sunday,1,3,29,5.0,5.0,4.714285714285714,4.857142857142857
2026-03-29,Visakhapatnam,srv-elder-01,Elder Assistance & Companionship,4,Sunday,1,3,29,3.0,4.0,3.4285714285714284,3.7142857142857144
2026-03-29,Visakhapatnam,srv-elec-01,Electrical Repair & Wiring,6,Sunday,1,3,29,6.0,6.0,6.0,6.214285714285714
2026-03-29,Visakhapatnam,srv-garden-01,Gardening & Balcony Greenery,5,Sunday,1,3,29,5.0,6.0,4.142857142857143,4.142857142857143
2026-03-29,Visakhapatnam,srv-move-01,Moving & Heavy Lifting Assistance,6,Sunday,1,3,29,6.0,4.0,2.857142857142857,2.9285714285714284
2026-03-29,Visakhapatnam,srv-paint-01,Wall Painting & Waterproofing,4,Sunday,1,3,29,3.0,3.0,2.7142857142857144,2.642857142857143
2026-03-29,Visakhapatnam,srv-pest-01,Organic Pest Control,4,Sunday,1,3,29,4.0,3.0,3.142857142857143,3.357142857142857
2026-03-29,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Sunday,1,3,29,6.0,6.0,5.857142857142857,5.5
2026-03-29,Visakhapatnam,srv-soc-clean-01,Society Common Area Sanitization,2,Sunday,1,3,29,2.0,2.0,1.7142857142857142,1.7142857142857142
2026-03-29,Visakhapatnam,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Sunday,1,3,29,4.0,3.0,2.0,2.0714285714285716
2026-03-29,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Sunday,1,3,29,2.0,1.0,1.1428571428571428,1.0714285714285714
2026-03-30,Ahmedabad,srv-ac-01,AC Deep Foam Jet Servicing,6,Monday,0,3,30,6.0,6.0,6.571428571428571,6.357142857142857
2026-03-30,Ahmedabad,srv-carp-01,Carpentry & Furniture Assembly,5,Monday,0,3,30,5.0,5.0,5.571428571428571,5.571428571428571
2026-03-30,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,7,Monday,0,3,30,12.0,7.0,8.428571428571429,8.928571428571429
2026-03-30,Ahmedabad,srv-cook-01,Home Chef & Meal Preparation,7,Monday,0,3,30,6.0,6.0,5.857142857142857,5.857142857142857
2026-03-30,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,6,Monday,0,3,30,4.0,5.0,4.285714285714286,4.285714285714286
2026-03-30,Ahmedabad,srv-elec-01,Electrical Repair & Wiring,7,Monday,0,3,30,6.0,8.0,7.571428571428571,7.428571428571429
2026-03-30,Ahmedabad,srv-garden-01,Gardening & Balcony Greenery,4,Monday,0,3,30,8.0,4.0,5.428571428571429,5.857142857142857
2026-03-30,Ahmedabad,srv-move-01,Moving & Heavy Lifting Assistance,3,Monday,0,3,30,8.0,3.0,4.142857142857143,3.7857142857142856
2026-03-30,Ahmedabad,srv-paint-01,Wall Painting & Waterproofing,3,Monday,0,3,30,4.0,3.0,3.2857142857142856,3.2857142857142856
2026-03-30,Ahmedabad,srv-pest-01,Organic Pest Control,5,Monday,0,3,30,4.0,4.0,4.142857142857143,4.285714285714286
2026-03-30,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Monday,0,3,30,6.0,7.0,7.142857142857143,6.642857142857143
2026-03-30,Ahmedabad,srv-soc-clean-01,Society Common Area Sanitization,2,Monday,0,3,30,2.0,2.0,2.142857142857143,2.0714285714285716
2026-03-30,Ahmedabad,srv-soc-event-01,Community Event Sound & Electrical Setup,2,Monday,0,3,30,5.0,2.0,2.857142857142857,2.7857142857142856
2026-03-30,Ahmedabad,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Monday,0,3,30,2.0,2.0,1.8571428571428572,1.5714285714285714
2026-03-30,Bengaluru,srv-ac-01,AC Deep Foam Jet Servicing,8,Monday,0,3,30,10.0,7.0,8.142857142857142,8.5
2026-03-30,Bengaluru,srv-carp-01,Carpentry & Furniture Assembly,7,Monday,0,3,30,9.0,6.0,7.142857142857143,7.071428571428571
2026-03-30,Bengaluru,srv-clean-01,Full Home Deep Cleaning,18,Monday,0,3,30,20.0,10.0,12.0,11.571428571428571
2026-03-30,Bengaluru,srv-cook-01,Home Chef & Meal Preparation,7,Monday,0,3,30,8.0,8.0,7.857142857142857,8.0
2026-03-30,Bengaluru,srv-elder-01,Elder Assistance & Companionship,5,Monday,0,3,30,6.0,6.0,5.714285714285714,5.571428571428571
2026-03-30,Bengaluru,srv-elec-01,Electrical Repair & Wiring,11,Monday,0,3,30,10.0,11.0,10.142857142857142,10.142857142857142
2026-03-30,Bengaluru,srv-garden-01,Gardening & Balcony Greenery,6,Monday,0,3,30,10.0,6.0,6.857142857142857,7.071428571428571
2026-03-30,Bengaluru,srv-move-01,Moving & Heavy Lifting Assistance,4,Monday,0,3,30,11.0,4.0,5.714285714285714,5.0
2026-03-30,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,3,Monday,0,3,30,8.0,4.0,4.714285714285714,4.285714285714286
2026-03-30,Bengaluru,srv-pest-01,Organic Pest Control,6,Monday,0,3,30,7.0,6.0,6.0,5.714285714285714
2026-03-30,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Monday,0,3,30,8.0,8.0,8.285714285714286,8.428571428571429
2026-03-30,Bengaluru,srv-soc-clean-01,Society Common Area Sanitization,3,Monday,0,3,30,2.0,3.0,2.5714285714285716,2.7857142857142856
2026-03-30,Bengaluru,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Monday,0,3,30,6.0,3.0,3.5714285714285716,3.5
2026-03-30,Bengaluru,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Monday,0,3,30,3.0,3.0,2.2857142857142856,2.2142857142857144
2026-03-30,Bhopal,srv-ac-01,AC Deep Foam Jet Servicing,6,Monday,0,3,30,6.0,5.0,5.142857142857143,4.785714285714286
2026-03-30,Bhopal,srv-carp-01,Carpentry & Furniture Assembly,4,Monday,0,3,30,5.0,6.0,4.571428571428571,4.428571428571429
2026-03-30,Bhopal,srv-clean-01,Full Home Deep Cleaning,5,Monday,0,3,30,10.0,6.0,7.0,6.928571428571429
2026-03-30,Bhopal,srv-cook-01,Home Chef & Meal Preparation,7,Monday,0,3,30,5.0,4.0,4.428571428571429,4.5
2026-03-30,Bhopal,srv-elder-01,Elder Assistance & Companionship,4,Monday,0,3,30,3.0,4.0,3.4285714285714284,3.7142857142857144
2026-03-30,Bhopal,srv-elec-01,Electrical Repair & Wiring,7,Monday,0,3,30,6.0,7.0,6.0,6.071428571428571
2026-03-30,Bhopal,srv-garden-01,Gardening & Balcony Greenery,3,Monday,0,3,30,5.0,3.0,4.0,3.857142857142857
2026-03-30,Bhopal,srv-move-01,Moving & Heavy Lifting Assistance,3,Monday,0,3,30,5.0,2.0,2.857142857142857,2.7142857142857144
2026-03-30,Bhopal,srv-paint-01,Wall Painting & Waterproofing,2,Monday,0,3,30,3.0,2.0,2.5714285714285716,2.4285714285714284
2026-03-30,Bhopal,srv-pest-01,Organic Pest Control,4,Monday,0,3,30,4.0,4.0,4.0,3.7142857142857144
2026-03-30,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Monday,0,3,30,6.0,4.0,5.571428571428571,5.142857142857143
2026-03-30,Bhopal,srv-soc-clean-01,Society Common Area Sanitization,2,Monday,0,3,30,2.0,2.0,1.8571428571428572,1.7142857142857142
2026-03-30,Bhopal,srv-soc-event-01,Community Event Sound & Electrical Setup,2,Monday,0,3,30,3.0,1.0,1.8571428571428572,1.8571428571428572
2026-03-30,Bhopal,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Monday,0,3,30,1.0,1.0,1.1428571428571428,1.2857142857142858
2026-03-30,Chennai,srv-ac-01,AC Deep Foam Jet Servicing,6,Monday,0,3,30,8.0,7.0,7.142857142857143,7.357142857142857
2026-03-30,Chennai,srv-carp-01,Carpentry & Furniture Assembly,5,Monday,0,3,30,6.0,6.0,5.714285714285714,5.928571428571429
2026-03-30,Chennai,srv-clean-01,Full Home Deep Cleaning,7,Monday,0,3,30,15.0,7.0,10.0,9.857142857142858
2026-03-30,Chennai,srv-cook-01,Home Chef & Meal Preparation,6,Monday,0,3,30,6.0,7.0,6.571428571428571,6.285714285714286
2026-03-30,Chennai,srv-elder-01,Elder Assistance & Companionship,5,Monday,0,3,30,4.0,6.0,5.142857142857143,4.928571428571429
2026-03-30,Chennai,srv-elec-01,Electrical Repair & Wiring,10,Monday,0,3,30,7.0,7.0,8.142857142857142,8.285714285714286
2026-03-30,Chennai,srv-garden-01,Gardening & Balcony Greenery,5,Monday,0,3,30,7.0,5.0,5.285714285714286,5.5
2026-03-30,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,4,Monday,0,3,30,7.0,3.0,4.142857142857143,4.0
2026-03-30,Chennai,srv-paint-01,Wall Painting & Waterproofing,4,Monday,0,3,30,4.0,3.0,3.4285714285714284,3.4285714285714284
2026-03-30,Chennai,srv-pest-01,Organic Pest Control,5,Monday,0,3,30,5.0,5.0,4.857142857142857,4.928571428571429
2026-03-30,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Monday,0,3,30,7.0,9.0,7.428571428571429,7.214285714285714
2026-03-30,Chennai,srv-soc-clean-01,Society Common Area Sanitization,3,Monday,0,3,30,2.0,2.0,2.142857142857143,2.142857142857143
2026-03-30,Chennai,srv-soc-event-01,Community Event Sound & Electrical Setup,2,Monday,0,3,30,5.0,2.0,2.7142857142857144,2.7142857142857144
2026-03-30,Chennai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Monday,0,3,30,2.0,2.0,2.2857142857142856,2.0714285714285716
2026-03-30,Coimbatore,srv-ac-01,AC Deep Foam Jet Servicing,5,Monday,0,3,30,5.0,5.0,4.714285714285714,4.785714285714286
2026-03-30,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,4,Monday,0,3,30,5.0,4.0,4.285714285714286,4.357142857142857
2026-03-30,Coimbatore,srv-clean-01,Full Home Deep Cleaning,8,Monday,0,3,30,11.0,9.0,7.714285714285714,7.357142857142857
2026-03-30,Coimbatore,srv-cook-01,Home Chef & Meal Preparation,5,Monday,0,3,30,4.0,5.0,4.714285714285714,4.5
2026-03-30,Coimbatore,srv-elder-01,Elder Assistance & Companionship,4,Monday,0,3,30,3.0,3.0,3.2857142857142856,3.2142857142857144
2026-03-30,Coimbatore,srv-elec-01,Electrical Repair & Wiring,7,Monday,0,3,30,6.0,6.0,6.428571428571429,6.642857142857143
2026-03-30,Coimbatore,srv-garden-01,Gardening & Balcony Greenery,3,Monday,0,3,30,7.0,3.0,4.142857142857143,4.285714285714286
2026-03-30,Coimbatore,srv-move-01,Moving & Heavy Lifting Assistance,3,Monday,0,3,30,6.0,2.0,3.0,2.7857142857142856
2026-03-30,Coimbatore,srv-paint-01,Wall Painting & Waterproofing,2,Monday,0,3,30,6.0,2.0,2.7142857142857144,2.642857142857143
2026-03-30,Coimbatore,srv-pest-01,Organic Pest Control,4,Monday,0,3,30,4.0,3.0,3.5714285714285716,3.7142857142857144
2026-03-30,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,5,Monday,0,3,30,6.0,4.0,5.142857142857143,5.142857142857143
2026-03-30,Coimbatore,srv-soc-clean-01,Society Common Area Sanitization,2,Monday,0,3,30,2.0,2.0,1.8571428571428572,2.0
2026-03-30,Coimbatore,srv-soc-event-01,Community Event Sound & Electrical Setup,1,Monday,0,3,30,4.0,2.0,2.5714285714285716,2.2857142857142856
2026-03-30,Coimbatore,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Monday,0,3,30,1.0,1.0,1.1428571428571428,1.0714285714285714
2026-03-30,Delhi NCR,srv-ac-01,AC Deep Foam Jet Servicing,8,Monday,0,3,30,10.0,9.0,8.285714285714286,8.285714285714286
2026-03-30,Delhi NCR,srv-carp-01,Carpentry & Furniture Assembly,6,Monday,0,3,30,14.0,8.0,8.571428571428571,8.0
2026-03-30,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,11,Monday,0,3,30,16.0,9.0,11.142857142857142,11.857142857142858
2026-03-30,Delhi NCR,srv-cook-01,Home Chef & Meal Preparation,8,Monday,0,3,30,10.0,8.0,9.0,8.642857142857142
2026-03-30,Delhi NCR,srv-elder-01,Elder Assistance & Companionship,7,Monday,0,3,30,5.0,6.0,6.0,6.0
2026-03-30,Delhi NCR,srv-elec-01,Electrical Repair & Wiring,11,Monday,0,3,30,9.0,10.0,10.285714285714286,10.142857142857142
2026-03-30,Delhi NCR,srv-garden-01,Gardening & Balcony Greenery,7,Monday,0,3,30,10.0,5.0,7.0,6.928571428571429
2026-03-30,Delhi NCR,srv-move-01,Moving & Heavy Lifting Assistance,5,Monday,0,3,30,12.0,3.0,5.857142857142857,5.142857142857143
2026-03-30,Delhi NCR,srv-paint-01,Wall Painting & Waterproofing,4,Monday,0,3,30,5.0,4.0,4.714285714285714,5.071428571428571
2026-03-30,Delhi NCR,srv-pest-01,Organic Pest Control,5,Monday,0,3,30,8.0,5.0,6.0,5.785714285714286
2026-03-30,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Monday,0,3,30,10.0,9.0,9.0,8.5
2026-03-30,Delhi NCR,srv-soc-clean-01,Society Common Area Sanitization,3,Monday,0,3,30,3.0,3.0,3.0,3.0714285714285716
2026-03-30,Delhi NCR,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Monday,0,3,30,6.0,3.0,3.857142857142857,3.5714285714285716
2026-03-30,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Monday,0,3,30,3.0,2.0,2.2857142857142856,2.5
2026-03-30,Gurugram,srv-ac-01,AC Deep Foam Jet Servicing,7,Monday,0,3,30,7.0,6.0,6.428571428571429,6.5
2026-03-30,Gurugram,srv-carp-01,Carpentry & Furniture Assembly,6,Monday,0,3,30,6.0,6.0,5.571428571428571,5.428571428571429
2026-03-30,Gurugram,srv-clean-01,Full Home Deep Cleaning,7,Monday,0,3,30,12.0,8.0,8.714285714285714,9.357142857142858
2026-03-30,Gurugram,srv-cook-01,Home Chef & Meal Preparation,5,Monday,0,3,30,5.0,6.0,5.571428571428571,5.5
2026-03-30,Gurugram,srv-elder-01,Elder Assistance & Companionship,5,Monday,0,3,30,4.0,4.0,4.142857142857143,4.214285714285714
2026-03-30,Gurugram,srv-elec-01,Electrical Repair & Wiring,7,Monday,0,3,30,7.0,7.0,7.571428571428571,7.928571428571429
