date,city,service_id,service_name,booking_count,day_of_week,is_weekend,month,day_of_month
2026-04-25,Ahmedabad,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,16,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-pest-01,Organic Pest Control,6,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Ahmedabad,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Bengaluru,srv-ac-01,AC Deep Foam Jet Servicing,13,Saturday,1,4,25
2026-04-25,Bengaluru,srv-carp-01,Carpentry & Furniture Assembly,9,Saturday,1,4,25
2026-04-25,Bengaluru,srv-clean-01,Full Home Deep Cleaning,19,Saturday,1,4,25
2026-04-25,Bengaluru,srv-cook-01,Home Chef & Meal Preparation,8,Saturday,1,4,25
2026-04-25,Bengaluru,srv-elder-01,Elder Assistance & Companionship,6,Saturday,1,4,25
2026-04-25,Bengaluru,srv-elec-01,Electrical Repair & Wiring,10,Saturday,1,4,25
2026-04-25,Bengaluru,srv-garden-01,Gardening & Balcony Greenery,12,Saturday,1,4,25
2026-04-25,Bengaluru,srv-move-01,Moving & Heavy Lifting Assistance,7,Saturday,1,4,25
2026-04-25,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,6,Saturday,1,4,25
2026-04-25,Bengaluru,srv-pest-01,Organic Pest Control,11,Saturday,1,4,25
2026-04-25,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,10,Saturday,1,4,25
2026-04-25,Bengaluru,srv-soc-clean-01,Society Common Area Sanitization,4,Saturday,1,4,25
2026-04-25,Bengaluru,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,4,25
2026-04-25,Bengaluru,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Bhopal,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,4,25
2026-04-25,Bhopal,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,4,25
2026-04-25,Bhopal,srv-clean-01,Full Home Deep Cleaning,13,Saturday,1,4,25
2026-04-25,Bhopal,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,4,25
2026-04-25,Bhopal,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Bhopal,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Bhopal,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,4,25
2026-04-25,Bhopal,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,4,25
2026-04-25,Bhopal,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Bhopal,srv-pest-01,Organic Pest Control,4,Saturday,1,4,25
2026-04-25,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,4,25
2026-04-25,Bhopal,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,4,25
2026-04-25,Bhopal,srv-soc-event-01,Community Event Sound & Electrical Setup,2,Saturday,1,4,25
2026-04-25,Bhopal,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Chennai,srv-ac-01,AC Deep Foam Jet Servicing,10,Saturday,1,4,25
2026-04-25,Chennai,srv-carp-01,Carpentry & Furniture Assembly,7,Saturday,1,4,25
2026-04-25,Chennai,srv-clean-01,Full Home Deep Cleaning,17,Saturday,1,4,25
2026-04-25,Chennai,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,4,25
2026-04-25,Chennai,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Chennai,srv-elec-01,Electrical Repair & Wiring,9,Saturday,1,4,25
2026-04-25,Chennai,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,6,Saturday,1,4,25
2026-04-25,Chennai,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,4,25
2026-04-25,Chennai,srv-pest-01,Organic Pest Control,6,Saturday,1,4,25
2026-04-25,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,9,Saturday,1,4,25
2026-04-25,Chennai,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Chennai,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Chennai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Coimbatore,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,4,25
2026-04-25,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,4,25
2026-04-25,Coimbatore,srv-clean-01,Full Home Deep Cleaning,13,Saturday,1,4,25
2026-04-25,Coimbatore,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Coimbatore,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Coimbatore,srv-elec-01,Electrical Repair & Wiring,7,Saturday,1,4,25
2026-04-25,Coimbatore,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Coimbatore,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Coimbatore,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Coimbatore,srv-pest-01,Organic Pest Control,4,Saturday,1,4,25
2026-04-25,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,4,25
2026-04-25,Coimbatore,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Coimbatore,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Coimbatore,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-ac-01,AC Deep Foam Jet Servicing,13,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-carp-01,Carpentry & Furniture Assembly,9,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,23,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-cook-01,Home Chef & Meal Preparation,8,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-elder-01,Elder Assistance & Companionship,7,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-elec-01,Electrical Repair & Wiring,12,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-garden-01,Gardening & Balcony Greenery,12,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-move-01,Moving & Heavy Lifting Assistance,9,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-paint-01,Wall Painting & Waterproofing,6,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-pest-01,Organic Pest Control,7,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,11,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-soc-clean-01,Society Common Area Sanitization,4,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-soc-event-01,Community Event Sound & Electrical Setup,8,Saturday,1,4,25
2026-04-25,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,Saturday,1,4,25
2026-04-25,Gurugram,srv-ac-01,AC Deep Foam Jet Servicing,10,Saturday,1,4,25
2026-04-25,Gurugram,srv-carp-01,Carpentry & Furniture Assembly,7,Saturday,1,4,25
2026-04-25,Gurugram,srv-clean-01,Full Home Deep Cleaning,14,Saturday,1,4,25
2026-04-25,Gurugram,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,4,25
2026-04-25,Gurugram,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,4,25
2026-04-25,Gurugram,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,4,25
2026-04-25,Gurugram,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Gurugram,srv-move-01,Moving & Heavy Lifting Assistance,11,Saturday,1,4,25
2026-04-25,Gurugram,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,4,25
2026-04-25,Gurugram,srv-pest-01,Organic Pest Control,5,Saturday,1,4,25
2026-04-25,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,4,25
2026-04-25,Gurugram,srv-soc-clean-01,Society Common Area Sanitization,4,Saturday,1,4,25
2026-04-25,Gurugram,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Gurugram,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Hyderabad,srv-ac-01,AC Deep Foam Jet Servicing,11,Saturday,1,4,25
2026-04-25,Hyderabad,srv-carp-01,Carpentry & Furniture Assembly,8,Saturday,1,4,25
2026-04-25,Hyderabad,srv-clean-01,Full Home Deep Cleaning,15,Saturday,1,4,25
2026-04-25,Hyderabad,srv-cook-01,Home Chef & Meal Preparation,8,Saturday,1,4,25
2026-04-25,Hyderabad,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,4,25
2026-04-25,Hyderabad,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,4,25
2026-04-25,Hyderabad,srv-garden-01,Gardening & Balcony Greenery,8,Saturday,1,4,25
2026-04-25,Hyderabad,srv-move-01,Moving & Heavy Lifting Assistance,8,Saturday,1,4,25
2026-04-25,Hyderabad,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,4,25
2026-04-25,Hyderabad,srv-pest-01,Organic Pest Control,6,Saturday,1,4,25
2026-04-25,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,10,Saturday,1,4,25
2026-04-25,Hyderabad,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Hyderabad,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,Saturday,1,4,25
2026-04-25,Indore,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,4,25
2026-04-25,Indore,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,4,25
2026-04-25,Indore,srv-clean-01,Full Home Deep Cleaning,14,Saturday,1,4,25
2026-04-25,Indore,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Indore,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Indore,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Indore,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,4,25
2026-04-25,Indore,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Indore,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,4,25
2026-04-25,Indore,srv-pest-01,Organic Pest Control,5,Saturday,1,4,25
2026-04-25,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,4,25
2026-04-25,Indore,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,4,25
2026-04-25,Indore,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,4,25
2026-04-25,Indore,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Jaipur,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,4,25
2026-04-25,Jaipur,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,4,25
2026-04-25,Jaipur,srv-clean-01,Full Home Deep Cleaning,13,Saturday,1,4,25
2026-04-25,Jaipur,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Jaipur,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Jaipur,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Jaipur,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Jaipur,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Jaipur,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Jaipur,srv-pest-01,Organic Pest Control,5,Saturday,1,4,25
2026-04-25,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,4,25
2026-04-25,Jaipur,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Jaipur,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Jaipur,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,4,25
2026-04-25,Kochi,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,4,25
2026-04-25,Kochi,srv-clean-01,Full Home Deep Cleaning,13,Saturday,1,4,25
2026-04-25,Kochi,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Kochi,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Kochi,srv-elec-01,Electrical Repair & Wiring,7,Saturday,1,4,25
2026-04-25,Kochi,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,4,25
2026-04-25,Kochi,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,4,25
2026-04-25,Kochi,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,4,25
2026-04-25,Kochi,srv-pest-01,Organic Pest Control,4,Saturday,1,4,25
2026-04-25,Kochi,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,4,25
2026-04-25,Kochi,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,4,25
2026-04-25,Kochi,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Kochi,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,4,25
2026-04-25,Kolkata,srv-ac-01,AC Deep Foam Jet Servicing,9,Saturday,1,4,25
2026-04-25,Kolkata,srv-carp-01,Carpentry & Furniture Assembly,7,Saturday,1,4,25
2026-04-25,Kolkata,srv-clean-01,Full Home Deep Cleaning,19,Saturday,1,4,25
2026-04-25,Kolkata,srv-cook-01,Home Chef & Meal Preparation,8,Saturday,1,4,25
2026-04-25,Kolkata,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,4,25
2026-04-25,Kolkata,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,4,25
2026-04-25,Kolkata,srv-garden-01,Gardening & Balcony Greenery,8,Saturday,1,4,25
2026-04-25,Kolkata,srv-move-01,Moving & Heavy Lifting Assistance,9,Saturday,1,4,25
2026-04-25,Kolkata,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,4,25
2026-04-25,Kolkata,srv-pest-01,Organic Pest Control,6,Saturday,1,4,25
2026-04-25,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,9,Saturday,1,4,25
2026-04-25,Kolkata,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Kolkata,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,4,25
2026-04-25,Kolkata,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Lucknow,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,4,25
2026-04-25,Lucknow,srv-carp-01,Carpentry & Furniture Assembly,7,Saturday,1,4,25
2026-04-25,Lucknow,srv-clean-01,Full Home Deep Cleaning,13,Saturday,1,4,25
2026-04-25,Lucknow,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,4,25
2026-04-25,Lucknow,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Lucknow,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Lucknow,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,4,25
2026-04-25,Lucknow,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,4,25
2026-04-25,Lucknow,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Lucknow,srv-pest-01,Organic Pest Control,5,Saturday,1,4,25
2026-04-25,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,4,25
2026-04-25,Lucknow,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Lucknow,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,4,25
2026-04-25,Lucknow,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Mumbai,srv-ac-01,AC Deep Foam Jet Servicing,12,Saturday,1,4,25
2026-04-25,Mumbai,srv-carp-01,Carpentry & Furniture Assembly,10,Saturday,1,4,25
2026-04-25,Mumbai,srv-clean-01,Full Home Deep Cleaning,19,Saturday,1,4,25
2026-04-25,Mumbai,srv-cook-01,Home Chef & Meal Preparation,11,Saturday,1,4,25
2026-04-25,Mumbai,srv-elder-01,Elder Assistance & Companionship,6,Saturday,1,4,25
2026-04-25,Mumbai,srv-elec-01,Electrical Repair & Wiring,10,Saturday,1,4,25
2026-04-25,Mumbai,srv-garden-01,Gardening & Balcony Greenery,21,Saturday,1,4,25
2026-04-25,Mumbai,srv-move-01,Moving & Heavy Lifting Assistance,9,Saturday,1,4,25
2026-04-25,Mumbai,srv-paint-01,Wall Painting & Waterproofing,6,Saturday,1,4,25
2026-04-25,Mumbai,srv-pest-01,Organic Pest Control,7,Saturday,1,4,25
2026-04-25,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,10,Saturday,1,4,25
2026-04-25,Mumbai,srv-soc-clean-01,Society Common Area Sanitization,4,Saturday,1,4,25
2026-04-25,Mumbai,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,4,25
2026-04-25,Mumbai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,Saturday,1,4,25
2026-04-25,Nagpur,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,4,25
2026-04-25,Nagpur,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,4,25
2026-04-25,Nagpur,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,4,25
2026-04-25,Nagpur,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,4,25
2026-04-25,Nagpur,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Nagpur,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Nagpur,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Nagpur,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Nagpur,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,4,25
2026-04-25,Nagpur,srv-pest-01,Organic Pest Control,7,Saturday,1,4,25
2026-04-25,Nagpur,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Saturday,1,4,25
2026-04-25,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Nagpur,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Nagpur,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Patna,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,4,25
2026-04-25,Patna,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,4,25
2026-04-25,Patna,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,4,25
2026-04-25,Patna,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,4,25
2026-04-25,Patna,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Patna,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Patna,srv-garden-01,Gardening & Balcony Greenery,5,Saturday,1,4,25
2026-04-25,Patna,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Patna,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,4,25
2026-04-25,Patna,srv-pest-01,Organic Pest Control,4,Saturday,1,4,25
2026-04-25,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,4,25
2026-04-25,Patna,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Patna,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Patna,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Pune,srv-ac-01,AC Deep Foam Jet Servicing,10,Saturday,1,4,25
2026-04-25,Pune,srv-carp-01,Carpentry & Furniture Assembly,7,Saturday,1,4,25
2026-04-25,Pune,srv-clean-01,Full Home Deep Cleaning,14,Saturday,1,4,25
2026-04-25,Pune,srv-cook-01,Home Chef & Meal Preparation,8,Saturday,1,4,25
2026-04-25,Pune,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Pune,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,4,25
2026-04-25,Pune,srv-garden-01,Gardening & Balcony Greenery,8,Saturday,1,4,25
2026-04-25,Pune,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Pune,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,4,25
2026-04-25,Pune,srv-pest-01,Organic Pest Control,5,Saturday,1,4,25
2026-04-25,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Saturday,1,4,25
2026-04-25,Pune,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Pune,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Pune,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Surat,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,4,25
2026-04-25,Surat,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,4,25
2026-04-25,Surat,srv-clean-01,Full Home Deep Cleaning,12,Saturday,1,4,25
2026-04-25,Surat,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Surat,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,4,25
2026-04-25,Surat,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Surat,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,4,25
2026-04-25,Surat,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,4,25
2026-04-25,Surat,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Surat,srv-pest-01,Organic Pest Control,4,Saturday,1,4,25
2026-04-25,Surat,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,4,25
2026-04-25,Surat,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,4,25
2026-04-25,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,4,25
2026-04-25,Surat,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,4,25
2026-04-25,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,4,25
2026-04-25,Vadodara,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,4,25
2026-04-25,Vadodara,srv-clean-01,Full Home Deep Cleaning,13,Saturday,1,4,25
2026-04-25,Vadodara,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Vadodara,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,4,25
2026-04-25,Vadodara,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,4,25
2026-04-25,Vadodara,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,4,25
2026-04-25,Vadodara,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,4,25
2026-04-25,Vadodara,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,4,25
2026-04-25,Vadodara,srv-pest-01,Organic Pest Control,4,Saturday,1,4,25
2026-04-25,Vadodara,srv-plumb-01,Plumbing Repair & Leakage Fix,5,Saturday,1,4,25
2026-04-25,Vadodara,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,4,25
2026-04-25,Vadodara,srv-soc-event-01,Community Event Sound & Electrical Setup,2,Saturday,1,4,25
2026-04-25,Vadodara,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-move-01,Moving & Heavy Lifting Assistance,8,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-pest-01,Organic Pest Control,3,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,9,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,4,25
2026-04-25,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,4,25
2026-04-26,Ahmedabad,srv-ac-01,AC Deep Foam Jet Servicing,10,Sunday,1,4,26
2026-04-26,Ahmedabad,srv-carp-01,Carpentry & Furniture Assembly,7,Sunday,1,4,26
2026-04-26,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,17,Sunday,1,4,26
2026-04-26,Ahmedabad,srv-cook-01,Home Chef & Meal Preparation,7,Sunday,1,4,26
2026-04-26,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,4,Sunday,1,4,26
