# Synthetic prototype data — not real customer bookings. DO NOT insert into public.bookings.
provider_id,date,city,service_id,service_name,booking_count,completed_count,cancelled_count,rejected_count,rating,active_jobs,daily_earnings_proxy
prov-bengaluru-organic-pest-control,2026-07-19,Jaipur,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.69,1,2366
prov-jaipur-home-chef-meal-preparation,2026-07-19,Jaipur,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.68,1,1010
prov-siliguri-home-chef-meal-preparation,2026-07-19,Jaipur,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,5.0,1,965
prov-mumbai-organic-pest-control,2026-07-19,Jaipur,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.56,0,0
prov-jaipur-carpentry-furniture-assembly,2026-07-19,Jaipur,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.69,0,2150
prov-jaipur-gardening-balcony-greenery,2026-07-19,Jaipur,srv-pest-01,Organic Pest Control,4,4,0,0,4.83,2,3872
prov-jaipur-community-event-sound-electrical-setup,2026-07-19,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.87,0,0
prov-jaipur-most-02,2026-07-19,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,2,1,1,0,4.9,1,444
prov-jaipur-moving-heavy-lifting-assistance,2026-07-19,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.98,0,0
prov-siliguri-community-event-sound-electrical-setup,2026-07-19,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.81,0,0
prov-bengaluru-wall-painting-waterproofing,2026-07-19,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.5,0,0
prov-chennai-plumbing-repair-leakage-fix,2026-07-19,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.73,0,0
prov-gurgaon-08,2026-07-19,Kochi,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.57,0,0
prov-mumbai-most-01,2026-07-19,Kochi,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.47,5,2777
prov-sunita-06,2026-07-19,Kochi,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.58,0,0
prov-jaipur-wall-painting-waterproofing,2026-07-19,Kochi,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.54,0,0
prov-pune-elder-assistance-companionship,2026-07-19,Kochi,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.65,0,0
prov-chennai-organic-pest-control,2026-07-19,Kochi,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.74,0,0
prov-kolkata-wall-painting-waterproofing,2026-07-19,Kochi,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.65,0,0
prov-patna-organic-pest-control,2026-07-19,Kolkata,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.69,0,0
prov-jaipur-car-washing,2026-07-19,Kolkata,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.53,0,1170
prov-kolkata-most-01,2026-07-19,Kolkata,srv-clean-01,Full Home Deep Cleaning,4,4,0,0,4.79,4,5484
prov-kolkata-home-chef-meal-preparation,2026-07-19,Kolkata,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.77,3,0
prov-ahmedabad-most-02,2026-07-19,Kolkata,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.74,0,0
prov-patna-plumbing-repair-leakage-fix,2026-07-19,Kolkata,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.66,0,417
prov-visakhapatnam-elder-assistance-companionship,2026-07-19,Kolkata,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.51,0,383
prov-jaipur-closet-organiser,2026-07-19,Kolkata,srv-garden-01,Gardening & Balcony Greenery,2,2,0,0,4.71,1,1010
prov-kolkata-17,2026-07-19,Kolkata,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,5.0,0,512
prov-lucknow-most-01,2026-07-19,Kolkata,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.64,5,0
prov-chennai-society-common-area-sanitization,2026-07-19,Kolkata,srv-move-01,Moving & Heavy Lifting Assistance,0,0,0,0,4.75,0,0
prov-kolkata-carpentry-furniture-assembly,2026-07-19,Kolkata,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.84,0,0
prov-kolkata-gardening-balcony-greenery,2026-07-19,Kolkata,srv-pest-01,Organic Pest Control,0,0,0,0,4.77,0,0
prov-kolkata-closet-organiser,2026-07-19,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.9,1,1299
prov-kolkata-community-event-sound-electrical-setup,2026-07-19,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.84,0,404
prov-kolkata-moving-heavy-lifting-assistance,2026-07-19,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.68,0,0
prov-siliguri-moving-heavy-lifting-assistance,2026-07-19,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.72,0,457
prov-lucknow-most-02,2026-07-19,Lucknow,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.92,1,2768
prov-lucknow-home-chef-meal-preparation,2026-07-19,Lucknow,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.92,1,928
prov-visakhapatnam-society-common-area-sanitization,2026-07-19,Lucknow,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.72,1,949
prov-lucknow-carpentry-furniture-assembly,2026-07-19,Lucknow,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.81,0,1823
prov-lucknow-gardening-balcony-greenery,2026-07-19,Lucknow,srv-pest-01,Organic Pest Control,2,2,0,0,4.74,1,1945
prov-lucknow-closet-organiser,2026-07-19,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.75,0,422
prov-lucknow-community-event-sound-electrical-setup,2026-07-19,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.67,0,0
prov-lucknow-moving-heavy-lifting-assistance,2026-07-19,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.88,0,432
prov-siliguri-closet-organiser,2026-07-19,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-mumbai-car-washing,2026-07-19,Lucknow,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.5,0,0
prov-gurgaon-plumbing-repair-leakage-fix,2026-07-19,Mumbai,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.5,0,1354
prov-mumbai-09,2026-07-19,Mumbai,srv-clean-01,Full Home Deep Cleaning,5,5,0,0,4.85,2,6204
prov-mumbai-most-02,2026-07-19,Mumbai,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.64,0,1204
prov-mumbai-home-chef-meal-preparation,2026-07-19,Mumbai,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.88,1,910
prov-hyderabad-elder-assistance-companionship,2026-07-19,Mumbai,srv-elec-01,Electrical Repair & Wiring,3,3,0,0,4.55,1,1280
prov-mumbai-carpentry-furniture-assembly,2026-07-19,Mumbai,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.86,0,1818
prov-mumbai-gardening-balcony-greenery,2026-07-19,Mumbai,srv-pest-01,Organic Pest Control,0,0,0,0,4.64,0,0
prov-mumbai-closet-organiser,2026-07-19,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.73,1,881
prov-mumbai-community-event-sound-electrical-setup,2026-07-19,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.88,0,404
prov-mumbai-moving-heavy-lifting-assistance,2026-07-19,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.79,0,0
prov-gurgaon-organic-pest-control,2026-07-19,Mumbai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.56,0,0
prov-siliguri-most-01,2026-07-19,Nagpur,srv-carp-01,Carpentry & Furniture Assembly,3,3,0,0,4.72,1,1457
prov-bengaluru-car-washing,2026-07-19,Nagpur,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.66,0,1817
prov-chennai-elder-assistance-companionship,2026-07-19,Nagpur,srv-pest-01,Organic Pest Control,0,0,0,0,4.48,0,0
prov-pune-wall-painting-waterproofing,2026-07-19,Nagpur,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.66,1,840
prov-chennai-car-washing,2026-07-19,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,3,3,0,0,4.69,1,7824
prov-rahul-02,2026-07-19,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.58,0,0
prov-visakhapatnam-car-washing,2026-07-19,Nagpur,srv-soc-event-01,Community Event Sound & Electrical Setup,2,2,0,0,4.59,1,3820
prov-bengaluru-elder-assistance-companionship,2026-07-19,Patna,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.69,0,0
prov-gurgaon-most-01,2026-07-19,Patna,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.64,0,0
prov-patna-most-02,2026-07-19,Patna,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.72,1,2361
prov-rahul-05,2026-07-19,Patna,srv-cook-01,Home Chef & Meal Preparation,1,1,0,0,5.0,0,595
prov-patna-home-chef-meal-preparation,2026-07-19,Patna,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.91,0,0
prov-indore-plumbing-repair-leakage-fix,2026-07-19,Patna,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,3.52,0,0
prov-jaipur-elder-assistance-companionship,2026-07-19,Patna,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,4.49,0,496
prov-hyderabad-most-02,2026-07-19,Patna,srv-move-01,Moving & Heavy Lifting Assistance,3,3,0,0,4.62,1,2474
prov-kolkata-elder-assistance-companionship,2026-07-19,Patna,srv-move-01,Moving & Heavy Lifting Assistance,1,1,0,0,4.74,0,806
prov-patna-carpentry-furniture-assembly,2026-07-19,Patna,srv-paint-01,Wall Painting & Waterproofing,5,5,0,0,4.94,2,10500
prov-patna-gardening-balcony-greenery,2026-07-19,Patna,srv-pest-01,Organic Pest Control,1,1,0,0,4.96,0,843
prov-patna-closet-organiser,2026-07-19,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.91,0,462
prov-patna-community-event-sound-electrical-setup,2026-07-19,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.89,1,840
prov-patna-moving-heavy-lifting-assistance,2026-07-19,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.9,0,421
prov-patna-15,2026-07-19,Patna,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,5.0,0,0
prov-vizag-most-01,2026-07-19,Patna,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,3,0,0,4.48,1,10546
prov-pune-most-01,2026-07-19,Pune,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.9,0,0
prov-pune-home-chef-meal-preparation,2026-07-19,Pune,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.87,0,0
prov-jaipur-most-01,2026-07-19,Pune,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.59,0,0
prov-lucknow-society-common-area-sanitization,2026-07-19,Pune,srv-move-01,Moving & Heavy Lifting Assistance,1,1,0,0,4.5,0,758
prov-pune-11,2026-07-19,Pune,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.86,0,0
prov-pune-carpentry-furniture-assembly,2026-07-19,Pune,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.97,1,3673
prov-siliguri-carpentry-furniture-assembly,2026-07-19,Pune,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.75,0,1989
prov-pune-gardening-balcony-greenery,2026-07-19,Pune,srv-pest-01,Organic Pest Control,2,2,0,0,4.71,1,1904
prov-pune-closet-organiser,2026-07-19,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.81,0,0
prov-pune-community-event-sound-electrical-setup,2026-07-19,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.79,0,457
prov-pune-moving-heavy-lifting-assistance,2026-07-19,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.85,1,935
prov-ahmedabad-wall-painting-waterproofing,2026-07-19,Pune,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,1,0,0,4.69,0,3167
prov-indore-14,2026-07-19,Surat,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.72,0,2119
prov-mumbai-wall-painting-waterproofing,2026-07-19,Surat,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.75,0,0
prov-patna-society-common-area-sanitization,2026-07-19,Surat,srv-paint-01,Wall Painting & Waterproofing,5,5,0,0,4.58,2,9341
prov-pune-most-02,2026-07-19,Surat,srv-pest-01,Organic Pest Control,1,1,0,0,4.55,0,971
prov-bengaluru-plumbing-repair-leakage-fix,2026-07-19,Surat,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.58,0,422
prov-ahmedabad-car-washing,2026-07-19,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.54,0,0
prov-patna-most-01,2026-07-19,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.6,0,1669
prov-hyderabad-wall-painting-waterproofing,2026-07-19,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,4.6,0,737
prov-mumbai-society-common-area-sanitization,2026-07-19,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,4.66,0,675
prov-neha-04,2026-07-19,Vadodara,srv-cook-01,Home Chef & Meal Preparation,2,2,0,0,4.65,1,1189
prov-pune-car-washing,2026-07-19,Vadodara,srv-cook-01,Home Chef & Meal Preparation,1,1,0,0,4.5,0,589
prov-pune-organic-pest-control,2026-07-19,Visakhapatnam,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,4.57,0,632
prov-delhi-wall-painting-waterproofing,2026-07-19,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.62,0,0
prov-vizag-most-02,2026-07-19,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,3,3,0,0,4.84,1,3621
prov-mumbai-elder-assistance-companionship,2026-07-19,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.48,0,0
prov-vizag-13,2026-07-19,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.9,5,0
prov-visakhapatnam-home-chef-meal-preparation,2026-07-19,Visakhapatnam,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.86,0,0
prov-mumbai-most-03,2026-07-19,Visakhapatnam,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.48,0,382
prov-lucknow-16,2026-07-19,Visakhapatnam,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.62,0,0
prov-siliguri-society-common-area-sanitization,2026-07-19,Visakhapatnam,srv-move-01,Moving & Heavy Lifting Assistance,0,0,0,0,4.55,0,0
prov-visakhapatnam-carpentry-furniture-assembly,2026-07-19,Visakhapatnam,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,5.0,1,4032
prov-visakhapatnam-gardening-balcony-greenery,2026-07-19,Visakhapatnam,srv-pest-01,Organic Pest Control,1,1,0,0,4.91,0,978
prov-visakhapatnam-closet-organiser,2026-07-19,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.88,1,1410
prov-visakhapatnam-community-event-sound-electrical-setup,2026-07-19,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-visakhapatnam-moving-heavy-lifting-assistance,2026-07-19,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.74,0,435
prov-delhi-plumbing-repair-leakage-fix,2026-07-19,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,4,4,0,0,4.59,1,13887
prov-kolkata-car-washing,2026-07-19,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.55,0,0
prov-lucknow-organic-pest-control,2026-07-19,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,1,0,0,4.7,0,3393
prov-ahmedabad-most-01,2026-07-20,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.9,0,1179
prov-ahmedabad-home-chef-meal-preparation,2026-07-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.94,0,0
prov-bengaluru-society-common-area-sanitization,2026-07-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.5,0,473
prov-delhi-car-washing,2026-07-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.51,0,477
prov-lucknow-plumbing-repair-leakage-fix,2026-07-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,5,5,0,0,4.72,2,2739
prov-ahmedabad-carpentry-furniture-assembly,2026-07-20,Ahmedabad,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.91,0,0
prov-ahmedabad-gardening-balcony-greenery,2026-07-20,Ahmedabad,srv-pest-01,Organic Pest Control,1,1,0,0,4.73,0,850
prov-hyderabad-organic-pest-control,2026-07-20,Ahmedabad,srv-pest-01,Organic Pest Control,1,1,0,0,4.55,0,815
prov-siliguri-organic-pest-control,2026-07-20,Ahmedabad,srv-pest-01,Organic Pest Control,0,0,0,0,4.64,0,0
prov-ahmedabad-closet-organiser,2026-07-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.74,0,0
prov-ahmedabad-community-event-sound-electrical-setup,2026-07-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.69,0,404
prov-ahmedabad-moving-heavy-lifting-assistance,2026-07-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.9,1,885
prov-indore-wall-painting-waterproofing,2026-07-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.55,0,0
prov-ahmedabad-elder-assistance-companionship,2026-07-20,Ahmedabad,srv-soc-clean-01,Society Common Area Sanitization,1,1,0,0,4.46,0,2706
prov-bengaluru-most-01,2026-07-20,Bengaluru,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.85,5,2375
prov-bengaluru-most-03,2026-07-20,Bengaluru,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.85,0,0
prov-rajesh-01,2026-07-20,Bengaluru,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.91,0,1259
prov-bengaluru-home-chef-meal-preparation,2026-07-20,Bengaluru,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.92,1,903
prov-bengaluru-carpentry-furniture-assembly,2026-07-20,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.75,1,4033
prov-kolkata-society-common-area-sanitization,2026-07-20,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.7,0,1924
prov-siliguri-car-washing,2026-07-20,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.72,0,0
prov-bengaluru-gardening-balcony-greenery,2026-07-20,Bengaluru,srv-pest-01,Organic Pest Control,1,1,0,0,4.99,0,833
prov-bengaluru-closet-organiser,2026-07-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.73,1,935
prov-bengaluru-community-event-sound-electrical-setup,2026-07-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.92,0,0
prov-bengaluru-moving-heavy-lifting-assistance,2026-07-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,3.54,3,0
prov-chennai-12,2026-07-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.49,1,932
prov-visakhapatnam-plumbing-repair-leakage-fix,2026-07-20,Bhopal,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.62,0,0
prov-jaipur-society-common-area-sanitization,2026-07-20,Bhopal,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.58,0,489
prov-patna-car-washing,2026-07-20,Bhopal,srv-pest-01,Organic Pest Control,2,2,0,0,4.7,1,1866
prov-lucknow-car-washing,2026-07-20,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.6,0,0
prov-siliguri-elder-assistance-companionship,2026-07-20,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.51,0,0
prov-chennai-most-01,2026-07-20,Chennai,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.71,0,0
prov-hyderabad-plumbing-repair-leakage-fix,2026-07-20,Chennai,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.52,0,1360
prov-delhi-society-common-area-sanitization,2026-07-20,Chennai,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,3.6,0,0
prov-visakhapatnam-organic-pest-control,2026-07-20,Chennai,srv-cook-01,Home Chef & Meal Preparation,2,2,0,0,4.72,1,1274
prov-chennai-home-chef-meal-preparation,2026-07-20,Chennai,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.78,0,458
prov-kolkata-organic-pest-control,2026-07-20,Chennai,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.69,0,437
prov-priya-02,2026-07-20,Chennai,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,4.58,0,465
prov-hyderabad-society-common-area-sanitization,2026-07-20,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,1,1,0,0,4.63,0,820
prov-jaipur-organic-pest-control,2026-07-20,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,1,1,0,0,4.52,0,870
prov-chennai-carpentry-furniture-assembly,2026-07-20,Chennai,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.78,0,0
prov-chennai-gardening-balcony-greenery,2026-07-20,Chennai,srv-pest-01,Organic Pest Control,0,0,0,0,4.86,0,0
prov-chennai-closet-organiser,2026-07-20,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.97,1,974
prov-chennai-community-event-sound-electrical-setup,2026-07-20,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.78,2,0
prov-chennai-moving-heavy-lifting-assistance,2026-07-20,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-delhi-most-02,2026-07-20,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,4,4,0,0,4.62,2,2097
prov-gurgaon-elder-assistance-companionship,2026-07-20,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,4.66,0,466
prov-indore-most-01,2026-07-20,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,4.46,0,473
prov-siliguri-most-02,2026-07-20,Coimbatore,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.92,0,1297
prov-bengaluru-most-02,2026-07-20,Coimbatore,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.72,0,0
prov-ahmedabad-organic-pest-control,2026-07-20,Coimbatore,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.64,0,0
prov-ahmedabad-10,2026-07-20,Coimbatore,srv-pest-01,Organic Pest Control,1,1,0,0,4.67,0,877
prov-jaipur-20,2026-07-20,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.74,0,483
prov-pune-society-common-area-sanitization,2026-07-20,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.7,0,0
prov-gurgaon-car-washing,2026-07-20,Coimbatore,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.5,0,0
prov-mumbai-plumbing-repair-leakage-fix,2026-07-20,Coimbatore,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.69,0,1864
prov-amit-03,2026-07-20,Delhi NCR,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,5.0,0,720
prov-delhi-most-01,2026-07-20,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.79,0,1241
prov-delhi-most-03,2026-07-20,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.68,0,1413
prov-siliguri-plumbing-repair-leakage-fix,2026-07-20,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.63,1,2344
prov-delhi-home-chef-meal-preparation,2026-07-20,Delhi NCR,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.87,0,0
prov-gurgaon-society-common-area-sanitization,2026-07-20,Delhi NCR,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.46,0,401
prov-patna-wall-painting-waterproofing,2026-07-20,Delhi NCR,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,4.53,0,490
prov-delhi-carpentry-furniture-assembly,2026-07-20,Delhi NCR,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.81,0,0
prov-delhi-gardening-balcony-greenery,2026-07-20,Delhi NCR,srv-pest-01,Organic Pest Control,1,1,0,0,4.81,0,970
prov-delhi-07,2026-07-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.98,0,0
prov-delhi-closet-organiser,2026-07-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.83,0,0
prov-delhi-community-event-sound-electrical-setup,2026-07-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.84,0,0
prov-delhi-moving-heavy-lifting-assistance,2026-07-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.95,0,0
prov-indore-car-washing,2026-07-20,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.7,0,0
prov-lucknow-elder-assistance-companionship,2026-07-20,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,3,0,0,4.57,1,11006
prov-gurgaon-wall-painting-waterproofing,2026-07-20,Gurugram,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.54,0,0
prov-gurgaon-most-02,2026-07-20,Gurugram,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.87,0,0
prov-chennai-wall-painting-waterproofing,2026-07-20,Gurugram,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.57,0,0
prov-gurgaon-home-chef-meal-preparation,2026-07-20,Gurugram,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.87,0,0
prov-gurgaon-carpentry-furniture-assembly,2026-07-20,Gurugram,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,3.76,0,2007
prov-gurgaon-gardening-balcony-greenery,2026-07-20,Gurugram,srv-pest-01,Organic Pest Control,1,1,0,0,4.8,0,913
prov-gurgaon-closet-organiser,2026-07-20,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.84,0,470
prov-gurgaon-community-event-sound-electrical-setup,2026-07-20,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.97,0,448
